收盘,日期
0.975,2025-09-26
0.978,2025-09-29
0.973,2025-09-30
0.986,2025-10-09
0.989,2025-10-10
0.989,2025-10-13
0.999,2025-10-14
1.001,2025-10-15
1.006,2025-10-16
1.0,2025-10-17
1.0,2025-10-20
1.003,2025-10-21
1.01,2025-10-22
1.018,2025-10-23
1.01,2025-10-24
1.019,2025-10-27
1.014,2025-10-28
1.012,2025-10-29
1.014,2025-10-30
1.009,2025-10-31
1.015,2025-11-03
1.019,2025-11-04
1.022,2025-11-05
1.027,2025-11-06
1.035,2025-11-07
1.045,2025-11-10
1.044,2025-11-11
1.047,2025-11-12
1.046,2025-11-13
1.041,2025-11-14
1.031,2025-11-17
1.023,2025-11-18
1.028,2025-11-19
1.03,2025-11-20
1.016,2025-11-21
1.009,2025-11-24
1.015,2025-11-25
1.011,2025-11-26
1.012,2025-11-27
1.011,2025-11-28
1.015,2025-12-01
1.015,2025-12-02
1.013,2025-12-03
1.011,2025-12-04
1.01,2025-12-05
1.007,2025-12-08
1.001,2025-12-09
0.997,2025-12-10
0.995,2025-12-11
0.996,2025-12-12
0.999,2025-12-15
0.993,2025-12-16
0.997,2025-12-17
1.005,2025-12-18
1.005,2025-12-19
1.002,2025-12-22
1.001,2025-12-23
1.001,2025-12-24
1.003,2025-12-25
1.001,2025-12-26
1.002,2025-12-29
1.001,2025-12-30
1.004,2025-12-31
1.004,2026-01-05
1.012,2026-01-06
1.01,2026-01-07
1.005,2026-01-08
1.006,2026-01-09
1.005,2026-01-12
1.006,2026-01-13
0.998,2026-01-14
0.996,2026-01-15
0.988,2026-01-16
0.988,2026-01-19
1.0,2026-01-20
0.991,2026-01-21
0.994,2026-01-22
0.99,2026-01-23
