收盘,日期
0.627,2025-09-26
0.632,2025-09-29
0.64,2025-09-30
0.644,2025-10-09
0.64,2025-10-10
0.63,2025-10-13
0.627,2025-10-14
0.633,2025-10-15
0.632,2025-10-16
0.618,2025-10-17
0.62,2025-10-20
0.625,2025-10-21
0.621,2025-10-22
0.62,2025-10-23
0.621,2025-10-24
0.624,2025-10-27
0.621,2025-10-28
0.62,2025-10-29
0.612,2025-10-30
0.62,2025-10-31
0.619,2025-11-03
0.611,2025-11-04
0.614,2025-11-05
0.613,2025-11-06
0.61,2025-11-07
0.625,2025-11-10
0.624,2025-11-11
0.625,2025-11-12
0.629,2025-11-13
0.623,2025-11-14
0.615,2025-11-17
0.612,2025-11-18
0.606,2025-11-19
0.599,2025-11-20
0.587,2025-11-21
0.59,2025-11-24
0.592,2025-11-25
0.591,2025-11-26
0.589,2025-11-27
0.594,2025-11-28
0.595,2025-12-01
0.59,2025-12-02
0.588,2025-12-03
0.585,2025-12-04
0.59,2025-12-05
0.589,2025-12-08
0.583,2025-12-09
0.584,2025-12-10
0.575,2025-12-11
0.575,2025-12-12
0.576,2025-12-15
0.572,2025-12-16
0.579,2025-12-17
0.582,2025-12-18
0.586,2025-12-19
0.585,2025-12-22
0.579,2025-12-23
0.581,2025-12-24
0.587,2025-12-25
0.583,2025-12-26
0.578,2025-12-29
0.576,2025-12-30
0.573,2025-12-31
0.605,2026-01-05
0.61,2026-01-06
0.608,2026-01-07
0.617,2026-01-08
0.628,2026-01-09
0.647,2026-01-12
0.648,2026-01-13
0.66,2026-01-14
0.646,2026-01-15
0.63,2026-01-16
0.629,2026-01-19
0.62,2026-01-20
0.624,2026-01-21
0.621,2026-01-22
0.632,2026-01-23
