收盘,日期
1.154,2025-09-26
1.17,2025-09-29
1.179,2025-09-30
1.196,2025-10-09
1.169,2025-10-10
1.162,2025-10-13
1.144,2025-10-14
1.161,2025-10-15
1.16,2025-10-16
1.132,2025-10-17
1.137,2025-10-20
1.158,2025-10-21
1.152,2025-10-22
1.157,2025-10-23
1.173,2025-10-24
1.188,2025-10-27
1.181,2025-10-28
1.197,2025-10-29
1.187,2025-10-30
1.174,2025-10-31
1.174,2025-11-03
1.163,2025-11-04
1.164,2025-11-05
1.182,2025-11-06
1.181,2025-11-07
1.183,2025-11-10
1.173,2025-11-11
1.172,2025-11-12
1.187,2025-11-13
1.169,2025-11-14
1.164,2025-11-17
1.155,2025-11-18
1.157,2025-11-19
1.15,2025-11-20
1.118,2025-11-21
1.12,2025-11-24
1.131,2025-11-25
1.137,2025-11-26
1.137,2025-11-27
1.142,2025-11-28
1.156,2025-12-01
1.148,2025-12-02
1.144,2025-12-03
1.148,2025-12-04
1.159,2025-12-05
1.167,2025-12-08
1.164,2025-12-09
1.162,2025-12-10
1.154,2025-12-11
1.161,2025-12-12
1.154,2025-12-15
1.141,2025-12-16
1.161,2025-12-17
1.153,2025-12-18
1.162,2025-12-19
1.174,2025-12-22
1.175,2025-12-23
1.183,2025-12-24
1.186,2025-12-25
1.193,2025-12-26
1.186,2025-12-29
1.19,2025-12-30
1.188,2025-12-31
1.211,2026-01-05
1.233,2026-01-06
1.231,2026-01-07
1.225,2026-01-08
1.237,2026-01-09
1.254,2026-01-12
1.241,2026-01-13
1.241,2026-01-14
1.242,2026-01-15
1.237,2026-01-16
1.241,2026-01-19
1.235,2026-01-20
1.24,2026-01-21
1.243,2026-01-22
1.246,2026-01-23
