收盘,日期
0.657,2025-09-26
0.664,2025-09-29
0.663,2025-09-30
0.66,2025-10-09
0.662,2025-10-10
0.655,2025-10-13
0.664,2025-10-14
0.669,2025-10-15
0.674,2025-10-16
0.665,2025-10-17
0.663,2025-10-20
0.664,2025-10-21
0.661,2025-10-22
0.663,2025-10-23
0.655,2025-10-24
0.654,2025-10-27
0.654,2025-10-28
0.651,2025-10-29
0.65,2025-10-30
0.657,2025-10-31
0.658,2025-11-03
0.649,2025-11-04
0.647,2025-11-05
0.648,2025-11-06
0.649,2025-11-07
0.672,2025-11-10
0.673,2025-11-11
0.674,2025-11-12
0.679,2025-11-13
0.67,2025-11-14
0.67,2025-11-17
0.67,2025-11-18
0.668,2025-11-19
0.665,2025-11-20
0.658,2025-11-21
0.656,2025-11-24
0.657,2025-11-25
0.658,2025-11-26
0.656,2025-11-27
0.659,2025-11-28
0.66,2025-12-01
0.656,2025-12-02
0.65,2025-12-03
0.642,2025-12-04
0.644,2025-12-05
0.64,2025-12-08
0.632,2025-12-09
0.634,2025-12-10
0.63,2025-12-11
0.632,2025-12-12
0.637,2025-12-15
0.637,2025-12-16
0.64,2025-12-17
0.639,2025-12-18
0.646,2025-12-19
0.645,2025-12-22
0.641,2025-12-23
0.639,2025-12-24
0.645,2025-12-25
0.641,2025-12-26
0.635,2025-12-29
0.631,2025-12-30
0.63,2025-12-31
0.639,2026-01-05
0.643,2026-01-06
0.639,2026-01-07
0.637,2026-01-08
0.638,2026-01-09
0.645,2026-01-12
0.639,2026-01-13
0.635,2026-01-14
0.633,2026-01-15
0.627,2026-01-16
0.628,2026-01-19
0.63,2026-01-20
0.621,2026-01-21
0.62,2026-01-22
0.62,2026-01-23
