收盘,日期
1.184,2025-09-26
1.199,2025-09-29
1.208,2025-09-30
1.228,2025-10-09
1.2,2025-10-10
1.196,2025-10-13
1.175,2025-10-14
1.196,2025-10-15
1.202,2025-10-16
1.171,2025-10-17
1.182,2025-10-20
1.196,2025-10-21
1.185,2025-10-22
1.195,2025-10-23
1.199,2025-10-24
1.21,2025-10-27
1.2,2025-10-28
1.21,2025-10-29
1.205,2025-10-30
1.193,2025-10-31
1.189,2025-11-03
1.178,2025-11-04
1.182,2025-11-05
1.198,2025-11-06
1.196,2025-11-07
1.197,2025-11-10
1.19,2025-11-11
1.193,2025-11-12
1.211,2025-11-13
1.198,2025-11-14
1.184,2025-11-17
1.179,2025-11-18
1.186,2025-11-19
1.176,2025-11-20
1.154,2025-11-21
1.157,2025-11-24
1.168,2025-11-25
1.166,2025-11-26
1.166,2025-11-27
1.167,2025-11-28
1.18,2025-12-01
1.175,2025-12-02
1.169,2025-12-03
1.168,2025-12-04
1.188,2025-12-05
1.197,2025-12-08
1.178,2025-12-09
1.171,2025-12-10
1.178,2025-12-11
1.185,2025-12-12
1.188,2025-12-15
1.168,2025-12-16
1.184,2025-12-17
1.184,2025-12-19
1.193,2025-12-22
1.198,2025-12-23
1.201,2025-12-24
1.202,2025-12-25
1.203,2025-12-26
1.195,2025-12-29
1.197,2025-12-30
1.192,2025-12-31
1.225,2026-01-05
1.238,2026-01-06
1.236,2026-01-07
1.22,2026-01-08
1.221,2026-01-09
1.223,2026-01-12
1.213,2026-01-13
1.209,2026-01-14
1.213,2026-01-15
1.211,2026-01-16
1.202,2026-01-19
1.201,2026-01-20
1.195,2026-01-21
1.19,2026-01-22
1.19,2026-01-23
